Timestamp,Price Ratio
2024-07-17T21:08:34.694193,3401.2211125267563
2024-07-17T21:08:44.896130,3403.4823759431256
2024-07-17T21:08:55.107546,3403.4823759431256
2024-07-17T21:09:05.306713,3403.4823759431256
2024-07-17T21:09:15.503384,3403.909964662596
2024-07-17T21:09:25.711781,3405.8951358308573
2024-07-17T21:09:35.913721,3405.8951358308573
2024-07-17T21:09:46.114022,3405.8951358308573
2024-07-17T21:09:56.312766,3405.7925917252705
2024-07-17T21:10:06.552595,3405.7925917252705
2024-07-17T21:10:16.753417,3405.4369529031096
2024-07-17T21:10:26.958046,3405.3704345551105
2024-07-17T21:10:37.158447,3405.3704345551105
2024-07-17T21:10:47.347825,3405.3704345551105
2024-07-17T21:10:57.544706,3405.3704345551105
2024-07-17T21:11:07.748252,3405.3704345551105
2024-07-17T21:11:17.953414,3404.3084367240813
2024-07-17T21:11:28.156305,3402.595059511646
2024-07-17T21:11:38.359528,3402.5380865882885
2024-07-17T21:11:48.564555,3400.514583086137
2024-07-17T21:11:58.768120,3400.514583086137
2024-07-17T21:12:08.969511,3398.4027459858553
2024-07-17T21:12:19.169716,3396.9181824300645
2024-07-17T21:12:29.370207,3396.578280858011
2024-07-17T21:12:39.571391,3396.219470948145
2024-07-17T21:12:49.772614,3397.7697466469917
2024-07-17T21:13:00.031014,3397.7697466469917
2024-07-17T21:13:10.236128,3398.587238000001
2024-07-17T21:13:20.433743,3398.796614112232
2024-07-17T21:13:30.630845,3398.796614112232
2024-07-17T21:13:40.836086,3397.2711432513483
2024-07-17T21:13:51.036536,3397.298931067851
2024-07-17T21:14:01.238301,3397.5044407088126
2024-07-17T21:14:11.433576,3397.5044407088126
2024-07-17T21:14:21.639465,3397.504602389176
2024-07-17T21:14:31.841150,3398.1890483895163
2024-07-17T21:14:42.041576,3398.6679631691477
2024-07-17T21:14:52.237573,3399.4020145034256
2024-07-17T21:15:02.444266,3399.456407910369
2024-07-17T21:15:12.647244,3399.456407910369
2024-07-17T21:15:22.859593,3399.456407910369
2024-07-17T21:15:33.049263,3399.5156640369028
2024-07-17T21:15:43.250758,3399.507546782196
2024-07-17T21:15:53.731652,3399.507546782196
2024-07-17T21:16:03.927220,3399.507546782196
2024-07-17T21:16:14.132165,3399.5271222703404
2024-07-17T21:16:24.334447,3399.5271222703404
2024-07-17T21:16:34.534339,3399.125916634199
2024-07-17T21:16:44.735353,3399.125916634199
2024-07-17T21:16:54.939001,3399.9089727903192
2024-07-17T21:17:05.141711,3399.918351858662
2024-07-17T21:17:15.343002,3399.918351858662
2024-07-17T21:17:25.543864,3398.611997132853
2024-07-17T21:17:35.744390,3398.611997132853
2024-07-17T21:17:45.941898,3398.611997132853
2024-07-17T21:17:56.147177,3396.6557711609667
2024-07-17T21:18:06.336181,3396.579863371134
2024-07-17T21:18:16.533623,3397.024023603791
2024-07-17T21:18:26.734098,3397.024023603791
2024-07-17T21:18:36.951513,3397.024023603791
2024-07-17T21:18:47.153649,3398.3298495434897
2024-07-17T21:18:57.354564,3399.1211848102294
2024-07-17T21:19:07.556149,3399.1211848102294
2024-07-17T21:19:17.755005,3399.921049406255
2024-07-17T21:19:27.958548,3400.439836634222
2024-07-17T21:19:38.156843,3400.439836634222
2024-07-17T21:19:48.359295,3400.439836634222
2024-07-17T21:19:58.568652,3400.439836634222
2024-07-17T21:20:08.770102,3400.4929890083317
2024-07-17T21:20:18.970340,3400.4929890083317
2024-07-17T21:20:29.169471,3401.18754159272
2024-07-17T21:20:39.369291,3401.18754159272
