Timestamp,Price Ratio
2024-07-17T21:09:09.059565,3401.237107685316
2024-07-17T21:09:19.264390,3401.237107685316
2024-07-17T21:09:29.465135,3401.237107685316
2024-07-17T21:09:39.668290,3401.237107685316
2024-07-17T21:09:49.872284,3401.237107685316
2024-07-17T21:10:00.075353,3401.237107685316
2024-07-17T21:10:10.275913,3401.237107685316
2024-07-17T21:10:20.483308,3401.237107685316
2024-07-17T21:10:30.692098,3401.237107685316
2024-07-17T21:10:40.898230,3401.237107685316
2024-07-17T21:10:51.102298,3401.237107685316
2024-07-17T21:11:01.306890,3401.237107685316
2024-07-17T21:11:11.507070,3401.237107685316
2024-07-17T21:11:21.707596,3401.237107685316
2024-07-17T21:11:31.933866,3401.237107685316
2024-07-17T21:11:42.138506,3401.237107685316
2024-07-17T21:11:52.342503,3401.237107685316
2024-07-17T21:12:02.563405,3401.237107685316
2024-07-17T21:12:12.775765,3401.237107685316
2024-07-17T21:12:22.997945,3401.237107685316
2024-07-17T21:12:33.190986,3401.237107685316
2024-07-17T21:12:43.391586,3401.237107685316
2024-07-17T21:12:53.592943,3401.237107685316
2024-07-17T21:13:03.792301,3401.237107685316
2024-07-17T21:13:13.991598,3401.237107685316
2024-07-17T21:13:24.192946,3401.237107685316
2024-07-17T21:13:34.391852,3401.237107685316
2024-07-17T21:13:44.594983,3401.2423831351603
2024-07-17T21:13:54.801905,3401.2423831351603
2024-07-17T21:14:05.013698,3401.2423831351603
2024-07-17T21:14:15.225626,3401.2423831351603
2024-07-17T21:14:25.425922,3401.2423831351603
2024-07-17T21:14:35.626850,3401.2423831351603
2024-07-17T21:14:45.876381,3401.2423831351603
2024-07-17T21:14:56.076803,3401.2132329378383
2024-07-17T21:15:06.276084,3401.2132329378383
2024-07-17T21:15:16.480025,3401.2132329378383
2024-07-17T21:15:26.675010,3401.2132329378383
2024-07-17T21:15:36.881044,3401.2132329378383
2024-07-17T21:15:47.082953,3401.2132329378383
2024-07-17T21:15:57.286514,3401.2132329378383
2024-07-17T21:16:07.490917,3401.2132329378383
2024-07-17T21:16:17.692326,3401.2132329378383
2024-07-17T21:16:27.892627,3401.2132329378383
2024-07-17T21:16:38.108629,3401.2132329378383
2024-07-17T21:16:48.317507,3401.2132329378383
2024-07-17T21:16:58.519107,3401.2132329378383
2024-07-17T21:17:08.722690,3401.2132329378383
2024-07-17T21:17:18.926966,3401.2132329378383
2024-07-17T21:17:29.122877,3401.2132329378383
2024-07-17T21:17:39.326807,3401.2132329378383
2024-07-17T21:17:49.528886,3401.2132329378383
2024-07-17T21:17:59.727774,3401.2132329378383
2024-07-17T21:18:09.930072,3401.2132329378383
2024-07-17T21:18:20.131569,3401.2132329378383
2024-07-17T21:18:30.337694,3401.2132329378383
2024-07-17T21:18:40.539860,3401.2132329378383
2024-07-17T21:18:50.734544,3401.2132329378383
2024-07-17T21:19:00.938763,3401.2095511813955
2024-07-17T21:19:11.134922,3401.2095511813955
2024-07-17T21:19:21.340432,3401.2095511813955
2024-07-17T21:19:31.542233,3401.2095511813955
2024-07-17T21:19:41.752708,3401.2095511813955
2024-07-17T21:19:51.956250,3401.2095511813955
2024-07-17T21:20:02.155431,3401.2095511813955
2024-07-17T21:20:12.355331,3401.2095511813955
2024-07-17T21:20:22.560438,3401.2095511813955
2024-07-17T21:20:32.761368,3401.2095511813955
2024-07-17T21:20:42.969169,3401.2095511813955
2024-07-17T21:20:53.176381,3401.2095511813955
2024-07-17T21:21:03.375417,3401.2095511813955
2024-07-17T21:21:13.578478,3401.2095511813955
2024-07-17T21:21:23.789500,3401.2095511813955
2024-07-17T21:21:33.991554,3401.2095511813955
2024-07-17T21:21:45.118185,3401.2095511813955
2024-07-17T21:21:55.320268,3401.2095511813955
2024-07-17T21:22:05.529541,3401.230295701819
2024-07-17T21:22:15.735795,3401.230295701819
2024-07-17T21:22:25.940489,3401.230295701819
2024-07-17T21:22:36.139633,3401.230295701819
